x,y,bombed,empty,0 0,0 1,0 2,1 0,1 1,1 2,2 0,2 1,2 2,
4,2,0,2,-2,1,0,3,-2,2,2,-2,-2,
1,0,7,3,-2,1,3,1,-2,-2,-4,-4,-4,
3,2,33,0,2,3,2,-2,-2,1,3,2,1,
2,5,3,0,3,3,2,2,-2,1,-2,-2,1,
2,3,4,3,-2,1,2,2,-2,2,2,-2,-2,
2,4,9,1,2,2,-2,-2,-2,-2,-2,2,2,
3,3,4,1,1,1,1,2,-2,1,3,-2,3,
2,2,13,0,3,2,1,-2,-2,1,3,-2,3,
4,5,0,3,1,-2,-2,1,-2,3,0,0,-2,
4,2,0,4,1,1,4,0,-2,-2,-2,-2,-2,
5,2,6,1,3,-2,-2,2,-2,3,-2,-2,2,
1,3,0,50,0,-2,2,-2,-2,-2,-2,-2,1,
3,4,0,12,2,0,1,1,-2,-2,1,-2,-2,
3,2,5,1,-2,-2,-2,2,-2,2,3,-2,2,
2,0,20,1,3,-2,4,2,-2,-2,-4,-4,-4,
3,3,5,3,2,-2,1,-2,-2,-2,3,-2,2,
6,1,6,1,4,-2,-2,-2,-2,-2,3,-2,1,
7,3,36,1,3,2,-4,-2,-2,-4,3,2,-4,
2,5,5,89,1,1,-2,-2,-2,1,3,-2,-2,
1,5,0,31,1,1,1,-2,-2,1,1,3,-2,
3,5,5,1,2,3,2,-2,-2,1,2,-2,1,
2,3,7,0,3,2,3,-2,-2,-2,4,-2,-2,
5,3,3,2,2,2,3,-2,-2,-2,-2,2,1,
5,3,0,3,0,-2,1,-2,-2,-2,-2,2,1,
4,2,32,0,-2,2,2,-2,-2,2,2,2,1,
5,5,5,0,2,-2,2,2,-2,3,-2,3,-2,
3,5,0,12,-2,1,1,1,-2,2,1,0,-2,
3,2,7,3,1,1,2,-2,-2,3,1,3,-2,
5,2,4,1,2,-2,-2,3,-2,2,-2,3,1,
5,1,9,7,3,-2,-2,-2,-2,3,2,-2,1,
4,1,25,0,2,3,-2,1,-2,4,1,2,-2,
5,4,71,0,2,1,1,2,-2,2,3,-2,3,
4,3,4,6,1,1,2,-2,-2,2,3,-2,2,
4,2,8,1,-2,-2,2,-2,-2,1,3,1,2,
1,3,6,1,-2,1,1,1,-2,2,-2,-2,2,
2,2,0,2,1,0,0,-2,-2,0,-2,1,-2,
4,0,0,21,0,-2,0,-2,-2,-2,-4,-4,-4,
3,2,0,3,-2,-2,0,-2,-2,0,3,-2,-2,
5,5,4,4,1,-2,3,1,-2,-2,2,-2,3,
4,2,0,1,0,-2,-2,0,-2,-2,-2,-2,3,
5,2,0,1,-2,-2,2,0,-2,-2,-2,3,-2,
2,4,5,5,-2,-2,3,1,-2,-2,-2,2,-2,
3,2,0,56,-2,0,-2,-2,-2,-2,3,-2,-2,
3,5,8,0,2,2,3,-2,-2,2,2,2,2,
1,1,5,1,-2,-2,4,1,-2,-2,1,-2,-2,
2,4,0,1,3,-2,-2,-2,-2,-2,1,0,0,
3,4,0,6,-2,-2,2,2,-2,1,0,0,1,
4,1,4,1,1,1,3,3,-2,2,-2,-2,-2,
1,3,12,0,2,2,1,-2,-2,2,-2,2,3,
2,3,42,1,3,-2,-2,3,-2,3,2,-2,2,
4,7,18,0,-4,-4,-4,2,-2,1,3,2,3,
2,4,8,2,-2,3,-2,-2,-2,-2,3,-2,3,
1,2,63,1,-2,-2,3,-2,-2,2,1,2,2,
4,2,0,3,1,0,0,0,-2,1,0,-2,-2,
3,2,0,4,1,0,1,1,-2,0,-2,-2,1,
2,3,1,18,-2,2,-2,1,-2,-2,2,-2,1,
3,3,4,2,1,1,3,1,-2,-2,2,2,3,
4,4,10,1,1,1,3,3,-2,-2,-2,-2,3,
3,4,0,38,1,1,-2,0,-2,2,0,0,1,
1,1,11,1,2,2,2,-2,-2,1,1,-2,1,
1,5,79,1,2,3,2,-2,-2,1,-2,3,1,
3,6,20,1,2,-2,2,3,-2,3,2,-2,3,
4,4,33,0,-2,-2,3,-2,-2,3,2,2,2,
6,6,0,16,-2,-2,1,-2,-2,-2,3,1,0,
0,1,3,2,-4,-2,4,-4,-2,2,-4,1,-2,
2,5,10,1,1,1,2,2,-2,-2,2,1,3,
2,3,9,3,2,2,2,-2,-2,-2,3,2,3,
6,4,0,11,-2,3,1,1,-2,-2,-2,1,-2,
2,2,21,1,2,-2,-2,1,-2,3,1,1,3,
1,3,0,4,-2,0,-2,0,-2,1,-2,1,1,
2,5,35,0,2,-2,-2,3,-2,-2,2,2,3,
4,2,0,4,-2,-2,0,3,-2,-2,1,-2,1,
4,3,0,4,-2,-2,-2,-2,-2,0,3,2,-2,
3,5,0,13,2,-2,-2,-2,-2,-2,1,0,1,
5,4,20,1,2,1,-2,1,-2,3,1,1,2,
5,4,0,1,-2,2,2,0,-2,-2,-2,1,-2,
2,2,0,2,1,-2,-2,-2,-2,1,2,3,-2,
1,2,4,0,1,1,-2,-2,-2,2,1,2,3,
5,3,13,0,2,1,1,-2,-2,2,-2,-2,5,
2,3,0,2,-2,1,-2,3,-2,-2,1,0,1,
4,4,0,4,0,-2,-2,0,-2,0,0,0,-2,
3,4,6,0,1,2,2,2,-2,2,-2,2,-2,
4,1,0,2,2,1,1,-2,-2,-2,-2,0,-2,
5,3,3,9,1,-2,2,1,-2,-2,-2,2,2,
3,1,21,1,1,2,2,2,-2,-2,2,-2,2,
4,4,5,19,1,1,-2,1,-2,2,2,-2,2,
3,3,13,1,-2,2,-2,2,-2,1,2,-2,-2,
1,5,0,4,-2,3,-2,-2,-2,0,-2,3,1,
2,5,3,10,3,2,1,2,-2,-2,1,1,1,
6,4,0,2,1,1,0,1,-2,-2,4,-2,-2,
3,4,0,1,1,1,1,-2,-2,-2,5,-2,-2,
2,4,4,1,2,1,1,-2,-2,2,-2,5,-2,
1,4,3,0,-2,2,1,-2,-2,3,-2,-2,5,
3,5,12,1,4,-2,2,-2,-2,2,-2,-2,2,
2,5,0,2,2,-2,-2,0,-2,0,0,0,0,
3,4,0,2,-2,0,2,1,-2,2,-2,-2,-2,
2,5,0,3,1,-2,0,-2,-2,0,-2,1,1,
3,2,0,1,1,-2,-2,1,-2,0,-2,2,2,
6,2,2,7,1,3,-2,1,-2,-2,-2,2,1,
1,5,8,2,1,3,-2,1,-2,-2,-2,-2,1,
0,4,18,0,-4,3,-2,-4,-2,1,-4,2,2,
5,2,8,2,2,-2,-2,1,-2,3,2,-2,-2,
5,3,0,4,-2,-2,-2,0,-2,2,-2,1,1,
2,3,0,3,0,-2,-2,2,-2,-2,-2,3,1,
3,1,5,1,-2,3,2,-2,-2,1,3,-2,1,
2,3,3,2,3,2,2,-2,-2,-2,2,-2,1,
5,4,5,1,-2,3,2,-2,-2,1,4,-2,2,
1,1,11,1,2,3,3,-2,-2,-2,2,-2,2,
3,4,0,3,0,-2,-2,0,-2,0,-2,0,0,
4,3,3,2,3,1,1,-2,-2,-2,-2,1,2,
2,4,12,1,-2,1,2,-2,-2,2,-2,3,2,
3,2,2,3,-2,-2,-2,1,-2,2,1,2,2,
2,4,26,0,2,-2,-2,2,-2,-2,3,3,2,
4,5,81,0,1,3,-2,2,-2,-2,-2,3,2,
4,5,1,42,1,-2,2,1,-2,-2,-2,2,1,
5,5,2,1,-2,2,2,1,-2,-2,2,1,-2,
4,1,4,1,1,3,-2,1,-2,3,-2,1,-2,
4,5,7,35,2,-2,-2,-2,-2,3,1,1,-2,
5,6,0,2,-2,-2,0,-2,-2,0,2,3,-2,
4,6,4,1,1,-2,-2,2,-2,1,-2,2,3,
2,5,5,3,2,1,1,2,-2,-2,2,-2,3,
4,4,1,1,2,-2,3,3,-2,-2,-2,1,-2,
0,5,115,0,-4,1,2,-4,-2,2,-4,2,2,
5,4,4,0,1,2,4,2,-2,-2,-2,-2,2,
3,2,23,0,3,2,-2,2,-2,1,1,1,1,
4,5,0,2,-2,2,1,1,-2,1,-2,0,-2,
3,4,0,1,-2,1,1,0,-2,0,1,0,0,
3,1,0,3,1,0,-2,2,-2,-2,-2,1,-2,
4,2,0,1,0,1,-2,0,-2,0,1,1,1,
7,3,69,0,4,-2,-4,3,-2,-4,1,1,-4,
1,7,3,0,-4,-4,-4,1,-2,1,-2,3,4,
4,5,36,0,1,1,2,4,-2,3,-2,-2,-2,
3,2,6,4,-2,-2,3,2,-2,-2,-2,1,-2,
2,4,10,0,2,2,3,1,-2,4,1,-2,-2,
2,2,0,2,-2,1,0,2,-2,2,0,-2,-2,
4,2,4,7,1,1,-2,1,-2,2,-2,1,-2,
3,5,4,1,2,-2,-2,-2,-2,3,3,1,1,
2,2,3,1,2,3,-2,-2,-2,-2,-2,1,2,
2,4,4,6,2,-2,3,2,-2,1,-2,-2,-2,
5,4,1,4,-2,1,-2,-2,-2,-2,1,-2,3,
5,3,3,8,-2,1,-2,1,-2,3,2,-2,-2,
2,0,8,11,3,-2,1,1,-2,1,-4,-4,-4,
1,5,46,1,2,3,2,-2,-2,1,-2,2,1,
2,2,0,15,0,0,0,3,-2,2,-2,-2,-2,
4,2,4,6,-2,-2,-2,2,-2,1,2,-2,3,
3,4,24,0,1,1,1,3,-2,2,4,-2,-2,
2,3,0,38,-2,-2,0,2,-2,1,2,-2,2,
4,3,4,1,2,-2,-2,3,-2,2,-2,-2,3,
5,3,11,1,-2,-2,3,3,-2,2,-2,1,1,
3,5,0,2,-2,1,1,-2,-2,-2,0,-2,2,
3,4,0,43,-2,1,-2,0,-2,2,-2,0,1,
5,3,5,1,2,-2,2,-2,-2,-2,2,3,-2,
3,6,0,31,1,-2,0,1,-2,1,1,-2,-2,
2,6,14,8,-2,-2,-2,-2,-2,-2,-2,-2,5,
4,5,1,4,-2,1,1,4,-2,-2,-2,1,1,
2,4,51,0,-2,-2,4,3,-2,-2,1,2,2,
5,1,14,0,1,1,2,3,-2,5,-2,-2,-2,
4,6,0,20,-2,-2,1,-2,-2,1,2,0,1,
4,3,26,0,-2,-2,-2,-2,-2,1,4,3,2,
3,5,9,25,2,-2,1,2,-2,3,2,-2,-2,
3,6,34,0,-2,-2,1,2,-2,1,2,2,3,
2,5,0,3,1,1,2,-2,-2,1,1,0,-2,
3,6,5,6,-2,-2,1,-2,-2,1,4,-2,-2,
2,4,115,0,2,1,1,2,-2,1,-2,3,3,
3,5,11,1,2,2,1,-2,-2,1,4,-2,2,
4,2,12,1,-2,2,1,3,-2,2,3,-2,-2,
3,6,0,1,-2,1,-2,2,-2,0,2,1,0,
3,4,0,2,-2,-2,-2,3,-2,1,2,0,-2,
5,5,0,16,4,-2,-2,1,-2,-2,0,1,-2,
2,6,0,42,1,0,0,2,-2,1,-2,-2,3,
7,1,1,4,-2,-2,-4,5,-2,-4,-2,1,-4,
6,0,1,0,4,5,3,-2,-2,1,-4,-4,-4,
5,2,16,1,3,1,2,-2,-2,-2,-2,2,2,
1,2,0,1,0,0,1,0,-2,0,1,1,-2,
3,4,4,1,2,-2,-2,1,-2,1,2,1,-2,
5,4,0,19,1,1,1,-2,-2,-2,-2,0,-2,
4,3,0,17,-2,1,0,-2,-2,0,1,1,-2,
4,2,59,1,-2,2,-2,2,-2,2,-2,2,1,
3,3,6,1,-2,2,-2,-2,-2,1,3,1,1,
0,6,13,0,-4,2,-2,-4,-2,4,-4,1,3,
0,1,39,1,-4,3,-2,-4,-2,2,-4,1,-2,
3,4,4,1,2,-2,-2,2,-2,1,-2,3,-2,
2,3,1,1,1,2,2,1,-2,3,2,-2,-2,
6,4,0,3,-2,2,1,-2,-2,-2,1,4,-2,
3,1,6,2,2,2,-2,1,-2,2,1,-2,2,
4,2,5,1,-2,1,2,-2,-2,1,1,2,2,
4,3,0,4,-2,0,-2,0,-2,-2,1,1,1,
2,3,0,1,1,0,-2,0,-2,0,2,-2,1,
3,4,0,58,1,1,1,0,-2,0,0,0,0,
5,2,8,1,1,2,4,-2,-2,-2,-2,-2,2,
5,2,0,8,-2,1,-2,1,-2,-2,1,2,1,
3,5,1,9,1,1,2,-2,-2,-2,3,-2,1,
3,4,0,4,-2,1,-2,3,-2,1,2,0,0,
4,2,0,33,0,1,1,2,-2,-2,-2,-2,2,
2,4,0,34,2,1,-2,1,-2,-2,2,0,-2,
4,4,0,4,3,3,-2,0,-2,-2,2,-2,-2,
5,5,6,0,1,2,-2,2,-2,-2,2,3,-2,
0,2,0,175,-4,2,-2,-4,-2,1,-4,-2,0,
2,4,1,4,2,1,-2,-2,-2,-2,1,-2,1,
2,3,0,3,-2,0,-2,1,-2,1,1,-2,1,
4,4,4,1,-2,-2,3,1,-2,-2,1,1,3,
4,5,5,1,1,2,2,1,-2,-2,-2,-2,4,
3,5,13,1,2,-2,-2,2,-2,3,2,1,-2,
2,2,1,1,2,-2,-2,1,-2,2,1,2,4,
4,3,5,5,-2,-2,1,1,-2,3,-2,-2,-2,
2,5,5,5,-2,2,2,-2,-2,-2,1,-2,2,
5,3,2,5,-2,2,-2,2,-2,-2,-2,3,1,
3,1,0,12,-2,2,0,1,-2,1,-2,-2,-2,
5,1,5,6,2,-2,1,2,-2,3,-2,-2,-2,
5,2,21,0,-2,-2,1,2,-2,1,2,3,3,
5,4,9,1,2,1,2,1,-2,2,-2,3,-2,
5,5,13,1,3,1,1,-2,-2,1,3,-2,3,
4,5,5,1,2,1,-2,1,-2,2,2,2,-2,
4,4,7,3,1,1,-2,1,-2,2,-2,2,-2,
2,4,3,9,-2,1,-2,-2,-2,1,-2,2,-2,
5,5,0,1,3,-2,2,-2,-2,2,-2,0,1,
7,0,10,1,4,2,-4,-2,-2,-4,-4,-4,-4,
3,2,1,0,-2,-2,-2,-2,-2,1,2,-2,4,
4,2,19,0,1,2,4,1,-2,-2,2,4,-2,
1,5,5,0,1,2,3,-2,-2,3,-2,-2,3,
3,2,4,1,-2,-2,2,-2,-2,1,4,-2,-2,
2,1,3,7,2,1,-2,-2,-2,-2,3,-2,1,
1,4,0,199,-2,2,-2,-2,-2,1,-2,2,0,
2,4,3,2,2,-2,2,2,-2,-2,2,-2,1,
2,3,4,24,-2,1,-2,1,-2,1,1,1,-2,
4,3,3,10,-2,-2,1,1,-2,1,3,-2,2,
4,4,0,5,1,-2,-2,0,-2,1,1,1,1,
2,3,3,2,2,-2,-2,1,-2,1,2,-2,3,
4,4,0,2,1,2,-2,1,-2,1,-2,0,-2,
5,2,0,206,0,-2,1,-2,-2,-2,-2,-2,2,
5,3,0,37,1,1,1,0,-2,1,-2,1,-2,
4,5,0,3,-2,3,1,-2,-2,0,-2,2,-2,
3,4,6,1,-2,-2,3,-2,-2,2,2,3,-2,
5,5,6,1,-2,2,1,1,-2,1,-2,1,2,
2,4,0,2,2,0,-2,-2,-2,2,-2,-2,1,
5,3,10,0,3,2,1,3,-2,1,2,1,1,
2,5,4,1,1,1,3,1,-2,-2,3,3,-2,
1,6,0,1,2,-2,-2,-2,-2,-2,2,4,2,
0,6,1,0,-4,2,-2,-4,-2,3,-4,2,4,
3,4,0,16,2,-2,-2,0,-2,-2,0,1,2,
4,3,0,2,1,-2,2,1,-2,-2,2,0,-2,
4,5,100,1,2,2,2,1,-2,1,1,1,2,
3,5,10,0,1,3,-2,1,-2,-2,2,3,4,
3,5,10,1,2,2,3,2,-2,1,-2,-2,-2,
5,5,2,5,-2,4,-2,-2,-2,-2,-2,1,-2,
6,6,3,2,-2,-2,1,4,-2,-2,3,-2,-2,
3,2,34,1,2,-2,-2,-2,-2,2,3,2,1,
5,5,6,7,-2,-2,-2,3,-2,4,1,-2,-2,
1,5,17,1,2,2,2,-2,-2,-2,2,4,-2,
3,4,3,0,1,2,4,1,-2,-2,1,1,-2,
7,2,15,37,1,-2,-4,4,-2,-4,-2,-2,-4,
7,3,34,0,1,1,-4,1,-2,-4,4,3,-4,
4,3,1,5,-2,1,2,-2,-2,-2,1,-2,1,
4,7,0,1825,-4,-4,-4,0,-2,-2,-2,0,1,
5,3,0,61,0,2,-2,0,-2,-2,0,1,2,
3,1,0,2,-2,2,-2,3,-2,0,-2,-2,-2,
4,4,2,4,1,-2,2,1,-2,-2,3,-2,4,
2,4,4,8,1,1,-2,-2,-2,2,-2,3,-2,
1,3,0,1,-2,-2,2,-2,-2,3,0,0,-2,
3,5,11,1,2,2,2,-2,-2,-2,3,-2,3,
5,4,10,1,-2,-2,3,3,-2,-2,2,-2,3,
3,3,10,1,2,1,-2,2,-2,-2,-2,1,-2,
2,3,36,0,2,1,3,2,-2,-2,2,2,-2,
5,6,3,3,-2,-2,1,-2,-2,3,2,-2,3,
4,3,12,1,1,1,2,1,-2,-2,2,2,2,
2,4,6,1,-2,2,2,-2,-2,-2,2,1,3,
5,3,13,0,1,2,4,1,-2,-2,1,2,4,
5,3,6,6,-2,4,-2,-2,-2,-2,-2,-2,3,
5,2,2,0,-2,5,-2,-2,-2,3,-2,-2,2,
4,3,2,0,2,1,-2,3,-2,-2,-2,-2,4,
3,3,4,0,2,3,-2,2,-2,-2,3,2,-2,
3,2,42,0,2,1,1,3,-2,2,2,-2,3,
1,4,0,21,-2,0,1,-2,-2,0,0,0,0,
3,2,3,2,-2,-2,2,-2,-2,3,1,1,3,
3,4,0,28,1,0,-2,-2,-2,0,-2,1,1,
3,3,10,17,3,-2,-2,-2,-2,3,1,2,-2,
4,3,22,0,-2,-2,3,2,-2,1,2,2,2,
1,5,5,7,1,3,-2,-2,-2,-2,-2,4,-2,
3,3,0,91,0,0,1,0,-2,-2,1,2,-2,
5,3,1,4,1,-2,2,-2,-2,1,3,-2,1,
4,3,0,2,0,1,2,0,-2,1,2,3,-2,
1,4,9,0,-2,-2,4,-2,-2,-2,1,2,4,
6,1,7,1,2,2,2,2,-2,-2,-2,-2,2,
5,3,0,6,2,1,2,-2,-2,-2,-2,2,0,
4,1,14,0,-2,3,2,3,-2,2,2,-2,2,
2,3,122,0,1,2,-2,2,-2,2,2,1,-2,
2,5,9,5,2,-2,2,3,-2,2,2,-2,1,
4,7,19,3,-4,-4,-4,3,-2,-2,4,-2,-2,
4,2,44,1,-2,-2,-2,-2,-2,-2,3,3,4,
2,3,4,1,2,2,-2,1,-2,3,1,1,-2,
2,2,3,0,2,1,-2,2,-2,-2,1,2,2,
4,5,5,6,-2,2,1,3,-2,-2,-2,-2,3,
3,6,1,0,1,-2,1,1,-2,2,2,3,4,
3,5,0,3,2,-2,3,-2,-2,-2,-2,-2,0,
3,2,15,1,-2,-2,-2,3,-2,3,2,-2,3,
1,4,2,0,-2,-2,2,-2,-2,3,-2,3,4,
5,2,2,6,2,2,-2,-2,-2,-2,1,-2,1,
4,2,0,4,-2,2,2,-2,-2,0,1,1,-2,
5,1,0,1,1,0,1,1,-2,1,-2,0,1,
5,4,2,0,-2,-2,3,2,-2,-2,4,-2,-2,
5,2,6,2,1,1,4,-2,-2,-2,-2,-2,2,
2,2,8,7,3,-2,-2,-2,-2,2,2,2,-2,
6,0,10,1,3,3,-2,-2,-2,1,-4,-4,-4,
1,2,6,1,2,2,2,-2,-2,2,1,2,-2,
2,5,9,2,2,2,2,-2,-2,-2,3,2,1,
3,5,15,0,2,2,2,3,-2,-2,-2,3,2,
3,2,0,1,3,0,-2,-2,-2,-2,2,-2,2,
2,2,0,1,-2,3,0,-2,-2,0,1,2,-2,
3,1,0,1,2,0,-2,2,-2,2,1,-2,-2,
1,6,4,1,1,-2,1,-2,-2,1,-2,3,3,
3,2,10,0,-2,-2,2,2,-2,2,1,3,-2,
3,1,5,5,1,1,-2,3,-2,2,-2,-2,1,
5,3,5,0,1,1,2,2,-2,3,-2,2,2,
2,4,20,1,2,1,-2,3,-2,-2,4,-2,-2,
3,3,0,43,0,2,-2,1,-2,-2,-2,2,1,
1,3,2,4,-2,1,2,1,-2,2,-2,-2,2,
2,6,8,0,1,-2,1,1,-2,1,3,3,-2,
0,4,0,60,-4,1,2,-4,-2,1,-4,-2,0,
3,4,0,20,1,-2,-2,1,-2,2,0,0,-2,
2,3,2,0,2,-2,-2,1,-2,3,2,4,-2,
5,4,2,4,1,-2,-2,2,-2,1,-2,1,2,
4,2,3,2,-2,-2,3,-2,-2,-2,2,-2,4,
4,3,2,0,2,1,1,2,-2,3,-2,4,-2,
5,7,4,1,-4,-4,-4,-2,-2,1,-2,4,4,
5,1,5,5,2,1,1,-2,-2,1,3,-2,-2,
5,3,2,17,-2,2,1,3,-2,-2,1,-2,2,
4,5,4,21,-2,-2,3,2,-2,-2,-2,-2,1,
3,4,5,1,-2,3,-2,-2,-2,3,2,1,2,
7,1,1,0,4,-2,-4,5,-2,-4,-2,2,-4,
5,5,9,2,-2,-2,2,3,-2,-2,2,-2,2,
2,3,5,5,-2,-2,3,1,-2,-2,1,1,1,
4,4,4,6,2,-2,2,-2,-2,2,3,-2,-2,
5,6,0,6,-2,-2,-2,-2,-2,2,1,0,3,
3,4,2,3,-2,3,-2,-2,-2,1,3,-2,-2,
5,6,0,11,-2,-2,1,3,-2,2,0,-2,-2,
6,5,4,1,3,2,1,-2,-2,-2,-2,1,1,
3,3,3,7,2,1,-2,-2,-2,-2,2,1,2,
6,5,60,0,3,2,-2,2,-2,-2,2,1,1,
2,4,2,9,1,-2,1,1,-2,-2,-2,-2,2,
3,4,0,4,-2,1,1,1,-2,0,-2,2,-2,
5,2,17,1,-2,3,-2,-2,-2,2,3,2,1,
1,1,19,1,-2,-2,-2,4,-2,3,2,-2,-2,
2,5,5,6,-2,2,2,-2,-2,-2,2,-2,3,
3,5,14,1,2,2,2,2,-2,-2,-2,3,2,
4,2,0,1,-2,1,-2,2,-2,0,2,0,-2,
4,3,0,4,-2,-2,0,-2,-2,1,0,1,-2,
6,6,8,1,-2,-2,2,2,-2,-2,2,2,2,
5,4,0,1,-2,-2,-2,0,-2,1,2,1,-2,
6,3,0,154,0,1,-2,1,-2,-2,1,1,1,
1,2,0,2,-2,1,1,0,-2,2,-2,-2,3,
1,1,0,2,0,0,2,-2,-2,3,1,-2,-2,
3,1,88,1,-2,3,-2,-2,-2,2,-2,3,1,
5,2,6,1,2,1,-2,2,-2,-2,-2,-2,3,
5,4,0,3,-2,2,-2,0,-2,1,-2,0,-2,
2,5,32,0,2,2,-2,2,-2,3,2,1,1,
3,5,4,1,-2,3,-2,2,-2,2,-2,-2,2,
1,3,4,1,-2,3,1,-2,-2,1,1,2,2,
3,4,0,14,-2,0,-2,-2,-2,0,1,0,0,
2,4,2,9,2,1,-2,1,-2,-2,-2,2,-2,
6,5,4,0,2,2,1,1,-2,-2,2,4,-2,
4,2,0,2,-2,0,-2,2,-2,-2,1,2,-2,
5,6,0,4,-2,-2,-2,3,-2,2,2,0,-2,
5,7,0,1,-4,-4,-4,2,-2,-2,3,0,2,
2,3,5,9,-2,-2,2,2,-2,1,2,-2,2,
4,1,1,4,3,1,-2,-2,-2,-2,-2,1,-2,
3,2,6,12,3,1,1,-2,-2,-2,1,1,1,
5,4,9,98,-2,1,1,1,-2,-2,1,-2,2,
5,3,58,0,1,1,-2,1,-2,2,-2,2,1,
3,4,4,2,-2,3,1,2,-2,1,1,1,-2,
3,1,7,2,2,2,2,3,-2,1,-2,-2,1,
2,2,372,0,3,3,2,1,-2,1,1,1,1,
5,7,12,0,-4,-4,-4,-2,-2,1,5,2,1,
1,2,0,22,-2,3,1,2,-2,0,-2,1,0,
2,3,14,1,3,1,2,-2,-2,3,3,-2,-2,
5,2,13,1,1,1,-2,2,-2,2,2,-2,2,
4,3,0,2,-2,1,1,-2,-2,1,0,-2,1,
3,4,15,1,2,2,-2,-2,-2,2,-2,2,2,
5,4,35,0,-2,-2,3,-2,-2,2,4,2,1,
1,4,0,4,-2,1,1,0,-2,-2,1,2,1,
2,4,15,0,1,1,-2,1,-2,3,2,1,2,
3,3,0,90,-2,-2,3,-2,-2,1,0,1,1,
5,5,23,0,3,3,1,-2,-2,1,3,2,1,
5,5,0,30,-2,1,-2,-2,-2,-2,0,1,-2,
5,4,0,28,1,1,-2,0,-2,-2,1,0,1,
3,5,6,3,-2,-2,3,2,-2,1,-2,-2,2,
3,3,11,1,-2,1,1,-2,-2,1,3,2,1,
2,4,8,1,4,1,1,-2,-2,1,-2,2,2,
4,6,7,2,1,-2,-2,2,-2,3,-2,2,2,
2,5,7,1,2,-2,2,-2,-2,2,1,-2,2,
1,4,3,0,2,2,3,-2,-2,2,2,3,-2,
4,5,0,71,-2,-2,-2,1,-2,3,0,0,1,
3,2,153,0,-2,3,1,3,-2,1,2,1,1,
6,7,7,1,-4,-4,-4,1,-2,1,3,3,-2,
3,2,5,1,-2,1,1,-2,-2,1,2,2,1,
1,4,7,3,1,2,-2,-2,-2,-2,-2,2,3,
3,3,0,32,2,-2,-2,2,-2,-2,1,-2,0,
5,2,0,2,-2,-2,2,0,-2,-2,-2,2,-2,
3,1,17,0,2,2,2,2,-2,3,2,-2,-2,
2,3,8,2,-2,1,1,-2,-2,1,3,-2,2,
4,5,14,2,3,3,-2,1,-2,-2,1,1,1,
4,6,0,44,-2,-2,1,4,-2,-2,1,-2,-2,
6,3,0,8,1,2,1,-2,-2,-2,-2,1,1,
4,3,0,4,-2,0,-2,1,-2,2,1,1,-2,
2,2,5,5,-2,1,1,2,-2,1,-2,-2,3,
1,1,0,15,2,2,0,-2,-2,-2,1,-2,-2,
1,3,0,17,-2,-2,1,-2,-2,-2,2,2,0,
2,3,0,1,-2,1,-2,1,-2,-2,2,0,-2,
4,7,12,2,-4,-4,-4,-2,-2,-2,3,3,3,
4,4,0,34,-2,2,0,2,-2,-2,2,-2,-2,
6,6,6,4,-2,-2,2,2,-2,-2,-2,3,-2,
2,5,8,4,2,-2,3,2,-2,1,-2,-2,1,
2,2,1,0,2,3,-2,1,-2,1,2,3,-2,
2,3,8,2,3,3,2,-2,-2,-2,2,-2,-2,
1,5,0,13,1,3,-2,0,-2,-2,0,1,3,
3,5,0,72,1,-2,2,-2,-2,1,-2,-2,0,
2,5,6,4,2,-2,-2,-2,-2,3,2,-2,2,
1,5,10,0,2,3,2,-2,-2,3,-2,-2,-2,
0,5,22,1,-4,1,3,-4,-2,3,-4,-2,2,
2,4,5,1,1,4,-2,1,-2,-2,1,-2,2,
5,3,7,0,3,2,-2,2,-2,-2,1,3,-2,
2,3,0,3,3,0,0,-2,-2,0,-2,-2,-2,
3,5,8,2,2,-2,-2,2,-2,-2,1,-2,4,
4,2,4,1,1,-2,1,1,-2,-2,-2,1,1,
3,4,0,3,1,2,2,-2,-2,0,2,-2,-2,
3,5,7,1,2,-2,-2,3,-2,-2,-2,5,-2,
3,3,0,8,-2,-2,1,1,-2,1,1,0,-2,
3,4,0,26,-2,-2,1,1,-2,1,1,0,1,
1,1,3,2,-2,4,3,-2,-2,-2,1,-2,-2,
0,1,4,1,-4,-2,4,-4,-2,3,-4,1,-2,
5,3,2,0,2,2,3,-2,-2,-2,-2,2,4,
2,3,0,3,-2,1,-2,3,-2,-2,1,0,0,
3,6,0,31,0,2,-2,1,-2,-2,4,-2,-2,
3,5,6,4,2,-2,-2,-2,-2,1,-2,2,2,
7,1,0,35,3,-2,-4,-2,-2,-4,-2,0,-4,
2,3,3,7,1,1,-2,-2,-2,3,1,-2,-2,
3,0,2,0,-2,3,2,4,-2,-2,-4,-4,-4,
1,1,0,3,1,-2,-2,-2,-2,2,1,-2,0,
2,1,4,1,2,2,4,1,-2,-2,-2,-2,-2,
7,5,21,0,4,1,-4,3,-2,-4,-2,-2,-4,
2,2,35,0,1,1,2,2,-2,2,-2,2,3,
4,2,4,1,2,2,-2,1,-2,-2,-2,-2,3,
6,5,0,4,2,2,-2,-2,-2,-2,-2,3,0,
4,5,5,1,-2,3,2,-2,-2,-2,1,-2,3,
2,4,0,186,-2,3,3,-2,-2,0,-2,-2,-2,
1,2,0,1,-2,-2,2,-2,-2,3,-2,0,3,
5,2,6,2,-2,3,2,-2,-2,-2,-2,4,2,
